target,quantile,abs_residual_threshold,block,model,n,subjects,stimulus_residual_rmse_on_subset,model_score_rmse_on_subset,model_residual_rmse_on_subset,lift_vs_zero_residual_rmse,residual_pearson,residual_spearman,residual_sign_acc,pred_residual_std,true_residual_std,rmse_wins,rmse_losses,rmse_ties,rmse_win_margin,mean_delta_rmse_model_minus_stimulus,median_delta_rmse_model_minus_stimulus,worst_regression_delta_rmse,best_gain_delta_rmse,passes_high_disagreement_gate
arousal,0.75,2.2096774193548385,eeg_entropy_complexity,physio_eeg_entropy_complexity_ridge,508,63,3.24013921212341,3.1733582580525397,3.1733582580525392,0.06678095407087081,0.20412023755348882,0.19208043859570356,0.6043307086614174,0.5519781629672141,3.2158781913511567,37,26,0,11,-0.09603898871664107,-0.03307104186239096,0.4865610528170481,-1.7836705170152425,True
arousal,0.75,2.2096774193548385,eeg_directed_connectivity_experimental,physio_eeg_directed_connectivity_experimental_ridge,508,63,3.24013921212341,3.2191512470971837,3.2191512470971837,0.020987965026226352,0.1106937374802674,0.09777994474442636,0.5255905511811023,0.44685046651250926,3.2158781913511567,30,33,0,-3,-0.013627193972773666,0.012753883669318178,0.7744056343509103,-1.2913881269063103,False
arousal,0.75,2.2096774193548385,eeg_cov_riemannian,physio_eeg_cov_riemannian_ridge,508,63,3.24013921212341,3.22901779888003,3.22903205453228,0.011107157591129901,0.11873278073125836,0.09343883662434688,0.5393700787401575,0.6042858116070012,3.2158781913511567,32,31,0,1,-0.031450826185375334,-0.02378171412481933,0.7496311621671023,-1.8159604184406328,False
arousal,0.75,2.2096774193548385,none,stimulus_only,508,63,3.24013921212341,3.24013921212341,3.24013921212341,0.0,,,0.0,0.0,3.2158781913511567,0,0,63,0,0.0,0.0,0.0,0.0,False
arousal,0.75,2.2096774193548385,emg_lagged_interaction_experimental,physio_emg_lagged_interaction_experimental_ridge,508,63,3.24013921212341,3.251813922454512,3.2518139224545126,-0.011674710331102567,-0.061715331264919605,0.0027312286451453287,0.5216535433070866,0.1309976405463302,3.2158781913511567,30,33,0,-3,0.010622131990969072,0.0005456094855267324,0.29550808701099074,-0.16352869348953813,False
arousal,0.75,2.2096774193548385,emg_existing_22,physio_emg_existing_22_ridge,508,63,3.24013921212341,3.2540562932541985,3.254056293254199,-0.013917081130788933,-0.04599343703010079,-0.05463024922953567,0.4704724409448819,0.17443278037796314,3.2158781913511567,28,35,0,-7,0.01242062419750492,0.012866976283704368,0.4800383173734919,-0.247764890527034,False
arousal,0.75,2.2096774193548385,emg_bsl_stats_22,physio_emg_bsl_stats_22_ridge,508,63,3.24013921212341,3.2494850624577603,5.663638158543613,-2.4234989464202026,0.06401128316229618,-0.12753030503672907,0.4763779527559055,4.8318069862981154,3.2158781913511567,28,35,0,-7,0.41866813647705214,0.011623290681884502,25.584946115292876,-0.2753174905617155,False
arousal,0.75,2.2096774193548385,emg_expanded_812,physio_emg_expanded_812_ridge,508,63,3.24013921212341,3.2872084190832407,334845.91091615125,-334842.67077693914,0.03816922979851997,-0.01232344244223717,0.515748031496063,334200.37786758103,3.2158781913511567,20,43,0,-23,59926.778771151476,0.06552893993547171,3773517.8529930487,-0.5179029241978326,False
arousal,0.9,3.0,eeg_entropy_complexity,physio_eeg_entropy_complexity_ridge,209,55,4.025323408724721,3.9310676525278745,3.9310676525278745,0.09425575619684645,0.23561468946894654,0.1551212485032067,0.6411483253588517,0.5497397518038202,3.9139837377773516,33,22,0,11,-0.18422255191673148,-0.13906165410809734,0.8769576517158004,-2.263788515655061,True
arousal,0.9,3.0,eeg_bandpower,physio_eeg_bandpower_ridge,209,55,4.025323408724721,3.9356242649201705,3.9356242649201705,0.08969914380455046,0.21580383909572026,0.109980495773859,0.583732057416268,0.5859220351042339,3.9139837377773516,35,20,0,15,-0.18560877103251208,-0.05464867700010423,0.7734536197518103,-1.8498138960066361,True
arousal,0.9,3.0,eeg_directed_connectivity_experimental,physio_eeg_directed_connectivity_experimental_ridge,209,55,4.025323408724721,3.967842887584112,3.9678428875841116,0.05748052114060931,0.1668025039913677,0.08256245712273658,0.5598086124401914,0.4616589631821646,3.9139837377773516,28,27,0,1,-0.06844521323325023,-0.0037204825588594836,0.7554833037093536,-1.481299476681067,False
arousal,0.9,3.0,eeg_cov_riemannian,physio_eeg_cov_riemannian_ridge,209,55,4.025323408724721,3.9853845760819016,3.9853845760819016,0.03993883264281939,0.17037122911286312,0.07186124344720617,0.5406698564593302,0.5739947135230701,3.9139837377773516,33,22,0,11,-0.1279717096222515,-0.07295936398273062,0.8646381646073302,-1.8240674612669041,True
arousal,0.9,3.0,none,stimulus_only,209,55,4.025323408724721,4.025323408724721,4.025323408724721,0.0,,,0.0,0.0,3.9139837377773516,0,0,55,0,0.0,0.0,0.0,0.0,False
arousal,0.9,3.0,emg_lagged_interaction_experimental,physio_emg_lagged_interaction_experimental_ridge,209,55,4.025323408724721,4.039189164328724,4.039189164328724,-0.013865755604003382,-0.06643545305547219,-0.006500804867214141,0.5215311004784688,0.1269737450818142,3.9139837377773516,27,28,0,-1,0.024214008575630268,0.002688138456732325,0.3828720523545135,-0.20182699057318,False
arousal,0.9,3.0,emg_existing_22,physio_emg_existing_22_ridge,209,55,4.025323408724721,4.0459022647127245,4.0459022647127245,-0.020578855988003575,-0.1031412557355207,-0.13749123400894958,0.4449760765550239,0.16138184960339289,3.9139837377773516,23,32,0,-9,0.02266634894301769,0.0047533402570119065,0.221787320727441,-0.14677489326900384,False
arousal,0.9,3.0,emg_bsl_stats_22,physio_emg_bsl_stats_22_ridge,209,55,4.025323408724721,4.053327500799861,8.290399446183812,-4.2650760374590915,0.08955585275549187,-0.24256588371493315,0.37799043062200954,7.519210801226331,3.9139837377773516,20,35,0,-15,0.6339164160004993,0.03611938857552843,33.04778030855535,-0.25030389261675356,False
arousal,0.9,3.0,emg_expanded_812,physio_emg_expanded_812_ridge,209,55,4.025323408724721,4.120695479730362,466.27156712120706,-462.24624371248234,-0.09449622753731803,-0.11876591804738068,0.44976076555023925,464.8384976778367,3.9139837377773516,18,37,0,-19,43.38421135550465,0.0838974782457047,2379.0320207029354,-0.4739948141916557,False
valence,0.5,0.8225806451612903,none,stimulus_only,1015,63,1.7012740630370151,1.7012740630370151,1.7012740630370151,0.0,,,0.0,0.0,1.697302686896585,0,0,63,0,0.0,0.0,0.0,0.0,False
valence,0.5,0.8225806451612903,emg_lagged_interaction_experimental,physio_emg_lagged_interaction_experimental_ridge,1015,63,1.7012740630370151,1.701292244220941,1.701292244220941,-1.818118392593604e-05,0.021723418550226196,-0.016630611750549154,0.4886699507389163,0.06365257178161572,1.697302686896585,28,35,0,-7,-0.0013139577524118335,0.0008388875654863348,0.04326347445477663,-0.08203434932813836,False
valence,0.5,0.8225806451612903,eeg_entropy_complexity,physio_eeg_entropy_complexity_ridge,1015,63,1.7012740630370151,1.7171281908697198,1.717148409184123,-0.01587434614710781,-0.007616968960841224,0.012214439137555422,0.5211822660098522,0.2220252449158098,1.697302686896585,33,30,0,3,0.015864552085869125,-0.004541919553423757,0.3203483973463346,-0.14054413141126232,False
valence,0.5,0.8225806451612903,eeg_directed_connectivity_experimental,physio_eeg_directed_connectivity_experimental_ridge,1015,63,1.7012740630370151,1.7244448210475605,1.7244448210475605,-0.023170758010545356,-0.05980671153079442,-0.024290369809242218,0.5004926108374385,0.20149633943758935,1.697302686896585,27,36,0,-9,0.023546046542119118,0.010341095346963813,0.4869706043698345,-0.11034703925670475,False
valence,0.5,0.8225806451612903,eeg_bandpower,physio_eeg_bandpower_ridge,1015,63,1.7012740630370151,1.7296737202119505,1.7296737202119505,-0.028399657174935422,-0.0391105227526477,-0.007679362969582562,0.50935960591133,0.25605005638755124,1.697302686896585,28,35,0,-7,0.030134266044097257,0.011156074232040902,0.5943337825356783,-0.1357661140102404,False
valence,0.5,0.8225806451612903,eeg_cov_riemannian,physio_eeg_cov_riemannian_ridge,1015,63,1.7012740630370151,1.749237796581222,1.7506724180659468,-0.04939835502893164,-0.026572861251543598,0.024927271151737086,0.50935960591133,0.36785754922742575,1.697302686896585,25,38,0,-13,0.0383000026522469,0.009538590993826368,1.4511692662064304,-0.39750209060709474,False
valence,0.5,0.8225806451612903,emg_bsl_stats_22,physio_emg_bsl_stats_22_ridge,1015,63,1.7012740630370151,1.7056410394140795,2.5425304663024595,-0.8412564032654444,-0.018964743973329937,-0.0242280082864889,0.4798029556650246,1.8519208336523825,1.697302686896585,28,35,0,-7,0.19841519252228995,0.001090980935413155,12.30426185968516,-0.10184716107638958,False
valence,0.5,0.8225806451612903,emg_existing_22,physio_emg_existing_22_ridge,1015,63,1.7012740630370151,1.7009517937947283,4.594019181133933,-2.8927451180969177,0.05560389220659951,-0.009776508781363527,0.47783251231527096,4.356647949879232,1.697302686896585,25,38,0,-13,0.5745219667113599,0.0026090990799045866,36.10138779672288,-0.07779389968213835,False
valence,0.5,0.8225806451612903,emg_expanded_812,physio_emg_expanded_812_ridge,1015,63,1.7012740630370151,1.7585549822849822,33721.81803176899,-33720.11675770595,-0.015888506695885856,-0.01780590779311869,0.4945812807881773,33638.16745877758,1.697302686896585,26,37,0,-11,4856.731668686092,0.019050112229606064,297813.4026765736,-0.12726580862847148,False
valence,0.75,1.435483870967742,emg_lagged_interaction_experimental,physio_emg_lagged_interaction_experimental_ridge,505,63,2.1186046331336152,2.116596072768621,2.116596072768621,0.002008560364994416,0.0472656560545475,-0.026672818449260508,0.4871287128712871,0.06645501309852413,2.1177805293970597,29,34,0,-5,-0.004321047042389192,0.0004322608071065659,0.05903968028927631,-0.09345669650142208,False
valence,0.75,1.435483870967742,none,stimulus_only,505,63,2.1186046331336152,2.1186046331336152,2.1186046331336152,0.0,,,0.0,0.0,2.1177805293970597,0,0,63,0,0.0,0.0,0.0,0.0,False
valence,0.75,1.435483870967742,eeg_entropy_complexity,physio_eeg_entropy_complexity_ridge,505,63,2.1186046331336152,2.1322809206267532,2.1322809206267532,-0.013676287493137984,-0.006465326844955528,0.001864025771473737,0.5425742574257426,0.2289123845996888,2.1177805293970597,35,28,0,7,0.015396677273332961,-0.013280279867242673,0.36526354118775783,-0.19902380530475172,False
valence,0.75,1.435483870967742,eeg_directed_connectivity_experimental,physio_eeg_directed_connectivity_experimental_ridge,505,63,2.1186046331336152,2.142434308964598,2.142434308964598,-0.023829675830982833,-0.07659131181349155,-0.05709144639458358,0.4891089108910891,0.19547066911976213,2.1177805293970597,26,37,0,-11,0.023516673695467255,0.005031179186274937,0.5437605010849904,-0.15109767945236352,False
valence,0.75,1.435483870967742,eeg_bandpower,physio_eeg_bandpower_ridge,505,63,2.1186046331336152,2.14444863411512,2.14444863411512,-0.025844000981504855,-0.03803473188484323,-0.023947648473707336,0.5128712871287129,0.2625874770461527,2.1177805293970597,29,34,0,-5,0.030874433654003504,0.013708325270475274,0.6839225905419233,-0.2183437288607395,False
valence,0.75,1.435483870967742,eeg_cov_riemannian,physio_eeg_cov_riemannian_ridge,505,63,2.1186046331336152,2.1675502896600904,2.1696811537951697,-0.051076520661554436,-0.0424607790337806,0.004362304104601129,0.5148514851485149,0.38636452949600314,2.1177805293970597,27,36,0,-9,0.03528943573631221,0.009342910388393522,1.557889432106434,-0.5350048160271921,False
valence,0.75,1.435483870967742,emg_bsl_stats_22,physio_emg_bsl_stats_22_ridge,505,63,2.1186046331336152,2.1152853672684673,3.407781452480395,-1.2891768193467796,-0.025033645596474505,-0.03254184525819568,0.4772277227722772,2.610936226555123,2.1177805293970597,31,32,0,-1,0.2458005806372439,2.4380859452222126e-05,15.885864287651536,-0.31153835055341994,False
valence,0.75,1.435483870967742,emg_existing_22,physio_emg_existing_22_ridge,505,63,2.1186046331336152,2.117338967081017,6.409913366918563,-4.291308733784947,0.06182147394626984,-0.017322254044951798,0.47128712871287126,6.17280520071908,2.1177805293970597,27,36,0,-9,0.7841965527341387,0.004571260237860253,49.47491347390453,-0.24153634257837142,False
valence,0.75,1.435483870967742,emg_expanded_812,physio_emg_expanded_812_ridge,505,63,2.1186046331336152,2.1622899221112193,36679.35373982201,-36677.23513518887,0.007123282148577508,0.0015596236932726773,0.4772277227722772,36568.36213522188,2.1177805293970597,29,34,0,-5,5106.423494748956,0.014622805280271933,311266.2678241431,-0.4469515971036502,False
valence,0.9,1.9112903225806455,emg_bsl_stats_22,physio_emg_bsl_stats_22_ridge,202,58,2.6559468436647977,2.647563402277248,2.647563402277248,0.008383441387549873,0.09195082641673874,0.04987669824602729,0.47029702970297027,0.2512806852342714,2.6445513163878798,27,31,0,-4,-0.0174275188932008,0.0015706350989777018,0.05449440921062321,-0.5134673929023044,False
valence,0.9,1.9112903225806455,emg_lagged_interaction_experimental,physio_emg_lagged_interaction_experimental_ridge,202,58,2.6559468436647977,2.653742654782118,2.653742654782118,0.002204188882679592,0.0494627189330553,-0.12479082006021561,0.4504950495049505,0.06855797157982027,2.6445513163878798,25,33,0,-8,-0.008103206083974425,0.004461500941917551,0.07147522887013391,-0.45673826134451323,False
valence,0.9,1.9112903225806455,none,stimulus_only,202,58,2.6559468436647977,2.6559468436647977,2.6559468436647977,0.0,,,0.0,0.0,2.6445513163878798,0,0,58,0,0.0,0.0,0.0,0.0,False
valence,0.9,1.9112903225806455,eeg_entropy_complexity,physio_eeg_entropy_complexity_ridge,202,58,2.6559468436647977,2.6753356856933483,2.6753356856933483,-0.019388842028550624,-0.058436128987624375,-0.03273900470123437,0.5247524752475248,0.20816094512051395,2.6445513163878798,28,30,0,-2,0.02108593196912038,0.008299462348951847,0.5384651455758536,-0.3354367981289528,False
valence,0.9,1.9112903225806455,eeg_bandpower,physio_eeg_bandpower_ridge,202,58,2.6559468436647977,2.6767549788611893,2.6767549788611893,-0.020808135196391575,-0.040870371569024774,0.03669615459859102,0.5247524752475248,0.23253528720813615,2.6445513163878798,29,29,0,0,0.0241908472205612,-2.5792803557189714e-05,0.7630744357409531,-0.3083920779896352,False
valence,0.9,1.9112903225806455,eeg_directed_connectivity_experimental,physio_eeg_directed_connectivity_experimental_ridge,202,58,2.6559468436647977,2.6933430013191053,2.6933430013191053,-0.037396157654307594,-0.15645406219231206,-0.09688606549131898,0.45544554455445546,0.19901033227478676,2.6445513163878798,24,34,0,-10,0.029348463297267584,0.019053003486329434,0.6899207406554222,-0.3926955719773422,False
valence,0.9,1.9112903225806455,eeg_cov_riemannian,physio_eeg_cov_riemannian_ridge,202,58,2.6559468436647977,2.713625605185242,2.7136256051852423,-0.0576787615204446,-0.07209267677277964,-0.08437427434862747,0.48514851485148514,0.40022231038584233,2.6445513163878798,26,32,0,-6,0.03482123783112502,0.01817684914644857,1.69449091398281,-0.6862220089414217,False
valence,0.9,1.9112903225806455,emg_existing_22,physio_emg_existing_22_ridge,202,58,2.6559468436647977,2.6480104673296934,9.925390515018577,-7.26944367135378,0.08371626818247374,-0.016458742200106548,0.4207920792079208,9.745105247164357,2.6445513163878798,20,38,0,-18,1.6120654900291462,0.007138044869923199,93.5748970753616,-0.38709977379820404,False
valence,0.9,1.9112903225806455,emg_expanded_812,physio_emg_expanded_812_ridge,202,58,2.6559468436647977,2.6879850648834873,36937.25307693401,-36934.59713009034,-0.06377626696368217,0.03529235712948089,0.504950495049505,36848.34787259882,2.6445513163878798,27,31,0,-4,6400.201727486188,0.005036984762945229,371212.23437708,-0.4508010423909812,False
