test_subject,stimulus_id,y_true_score,target,model,y_pred_score,p_high,train_stimulus_mean,true_deviation_from_train_stimulus_mean,train_n_subjects,train_score_mean,train_score_std,train_high_rate,train_high_low_entropy
1,Dummy_1,1,valence,stimulus_only,2.290322580645161,0.0,2.290322580645161,-1.2903225806451617,62,2.2903225806451615,1.1414068395454278,0.0,0.0
1,3053,1,valence,stimulus_only,1.6935483870967742,0.0,1.6935483870967742,-0.6935483870967742,62,1.6935483870967742,1.009450659891539,0.0,0.0
1,Tumor_1,4,valence,stimulus_only,2.6129032258064515,0.0,2.6129032258064515,1.3870967741935485,62,2.6129032258064515,1.4295819229780864,0.0,0.0
1,Dog_18,8,valence,stimulus_only,7.725806451612903,0.9516129032258064,7.725806451612903,0.274193548387097,62,7.725806451612903,1.321892031591152,0.9516129032258065,0.19373848090893372
1,Miserable_pose_3,1,valence,stimulus_only,1.564516129032258,0.0,1.564516129032258,-0.564516129032258,62,1.564516129032258,0.7750331468860622,0.0,0.0
1,Pinecone_1,5,valence,stimulus_only,5.645161290322581,0.4193548387096774,5.645161290322581,-0.645161290322581,62,5.645161290322581,1.123025495840594,0.41935483870967744,0.6800829048357611
1,Garbage_dump_6,2,valence,stimulus_only,2.935483870967742,0.0,2.935483870967742,-0.935483870967742,62,2.935483870967742,1.330425201761373,0.0,0.0
1,Depressed_pose_4,4,valence,stimulus_only,3.7903225806451615,0.0161290322580645,3.7903225806451615,0.2096774193548385,62,3.7903225806451615,1.3214983770167317,0.016129032258064516,0.08256493803586595
1,Angry_face_1,5,valence,stimulus_only,4.387096774193548,0.0483870967741935,4.387096774193548,0.612903225806452,62,4.387096774193548,0.9393690179716798,0.04838709677419355,0.19373848090893384
1,Dog_26,2,valence,stimulus_only,1.6612903225806452,0.0,1.6612903225806452,0.3387096774193547,62,1.6612903225806452,0.8219478907252198,0.0,0.0
1,8370,6,valence,stimulus_only,6.564516129032258,0.8064516129032258,6.564516129032258,-0.564516129032258,62,6.564516129032258,1.476929768155018,0.8064516129032258,0.4913274484505222
1,Dog_6,7,valence,stimulus_only,7.790322580645161,0.9838709677419356,7.790322580645161,-0.790322580645161,62,7.790322580645161,1.1796267421436484,0.9838709677419355,0.08256493803586591
1,9220,3,valence,stimulus_only,2.532258064516129,0.0,2.532258064516129,0.467741935483871,62,2.532258064516129,1.2664115156421678,0.0,0.0
1,Lake_12,8,valence,stimulus_only,7.419354838709677,0.967741935483871,7.419354838709677,0.580645161290323,62,7.419354838709677,1.3019636174587461,0.967741935483871,0.1425058673927377
1,2314,6,valence,stimulus_only,7.193548387096774,0.8709677419354839,7.193548387096774,-1.193548387096774,62,7.193548387096774,1.3300340727798905,0.8709677419354839,0.38454291975622856
1,1750,5,valence,stimulus_only,7.193548387096774,0.9516129032258064,7.193548387096774,-2.193548387096774,62,7.193548387096774,1.2160049564497266,0.9516129032258065,0.19373848090893372
1,8492,5,valence,stimulus_only,6.693548387096774,0.8225806451612904,6.693548387096774,-1.693548387096774,62,6.693548387096774,1.3629748024724515,0.8225806451612904,0.4674576871463384
1,1441,7,valence,stimulus_only,7.532258064516129,0.9516129032258064,7.532258064516129,-0.532258064516129,62,7.532258064516129,1.173878901479275,0.9516129032258065,0.19373848090893372
1,Flowers_6,6,valence,stimulus_only,6.741935483870968,0.7741935483870968,6.741935483870968,-0.741935483870968,62,6.741935483870968,1.367072264543038,0.7741935483870968,0.5341593666871499
1,Yarn_1,7,valence,stimulus_only,5.306451612903226,0.2258064516129032,5.306451612903226,1.693548387096774,62,5.306451612903226,1.3747575701522605,0.22580645161290322,0.5341593666871499
1,9331,4,valence,stimulus_only,3.838709677419355,0.0967741935483871,3.838709677419355,0.161290322580645,62,3.838709677419355,1.272456962794582,0.0967741935483871,0.3179367802622418
1,Beach_1,9,valence,stimulus_only,7.612903225806452,0.935483870967742,7.612903225806452,1.387096774193548,62,7.612903225806452,1.2744997590411877,0.9354838709677419,0.2392170938165129
1,2491,3,valence,stimulus_only,4.758064516129032,0.1935483870967742,4.758064516129032,-1.758064516129032,62,4.758064516129032,1.057774350456103,0.1935483870967742,0.4913274484505221
1,9360,1,valence,stimulus_only,4.209677419354839,0.0806451612903225,4.209677419354839,-3.209677419354839,62,4.209677419354839,1.3092363789406891,0.08064516129032258,0.28034225877509383
1,Lake_3,4,valence,stimulus_only,6.225806451612903,0.6612903225806451,6.225806451612903,-2.225806451612903,62,6.225806451612903,1.5904894239511034,0.6612903225806451,0.6401759023504383
1,3170,1,valence,stimulus_only,1.8225806451612905,0.0,1.8225806451612905,-0.8225806451612903,62,1.8225806451612903,1.0084192924090702,0.0,0.0
1,8080,6,valence,stimulus_only,5.838709677419355,0.532258064516129,5.838709677419355,0.161290322580645,62,5.838709677419355,1.3582905336404711,0.532258064516129,0.6910645689482916
1,Snow_1,7,valence,stimulus_only,6.387096774193548,0.6935483870967742,6.387096774193548,0.612903225806452,62,6.387096774193548,1.2489329472648991,0.6935483870967742,0.6162320369969374
1,4220,5,valence,stimulus_only,6.435483870967742,0.7580645161290323,6.435483870967742,-1.435483870967742,62,6.435483870967742,1.25236508824543,0.7580645161290323,0.5533006705788672
1,5760,8,valence,stimulus_only,7.161290322580645,0.8548387096774194,7.161290322580645,0.838709677419355,62,7.161290322580645,1.2850699540027155,0.8548387096774194,0.41422321384689104
1,3063,1,valence,stimulus_only,1.7741935483870968,0.0,1.7741935483870968,-0.7741935483870968,62,1.7741935483870968,1.06890590488909,0.0,0.0
1,3080,1,valence,stimulus_only,2.048387096774193,0.0,2.048387096774193,-1.0483870967741935,62,2.0483870967741935,1.2368980367766351,0.0,0.0
2,Dummy_1,2,valence,stimulus_only,2.274193548387097,0.0,2.274193548387097,-0.274193548387097,62,2.274193548387097,1.152407785670726,0.0,0.0
2,3053,1,valence,stimulus_only,1.6935483870967742,0.0,1.6935483870967742,-0.6935483870967742,62,1.6935483870967742,1.009450659891539,0.0,0.0
2,Tumor_1,1,valence,stimulus_only,2.661290322580645,0.0,2.661290322580645,-1.661290322580645,62,2.661290322580645,1.424934049261599,0.0,0.0
2,Dog_18,3,valence,stimulus_only,7.806451612903226,0.967741935483871,7.806451612903226,-4.806451612903226,62,7.806451612903226,1.1755398166637805,0.967741935483871,0.1425058673927377
2,Miserable_pose_3,1,valence,stimulus_only,1.564516129032258,0.0,1.564516129032258,-0.564516129032258,62,1.564516129032258,0.7750331468860622,0.0,0.0
2,Pinecone_1,6,valence,stimulus_only,5.629032258064516,0.4032258064516129,5.629032258064516,0.370967741935484,62,5.629032258064516,1.1249927737078589,0.4032258064516129,0.6742979594073284
2,Garbage_dump_6,2,valence,stimulus_only,2.935483870967742,0.0,2.935483870967742,-0.935483870967742,62,2.935483870967742,1.330425201761373,0.0,0.0
2,Depressed_pose_4,4,valence,stimulus_only,3.7903225806451615,0.0161290322580645,3.7903225806451615,0.2096774193548385,62,3.7903225806451615,1.3214983770167317,0.016129032258064516,0.08256493803586595
2,Angry_face_1,3,valence,stimulus_only,4.419354838709677,0.0483870967741935,4.419354838709677,-1.419354838709677,62,4.419354838709677,0.9254185992116808,0.04838709677419355,0.19373848090893384
2,Dog_26,1,valence,stimulus_only,1.6774193548387095,0.0,1.6774193548387095,-0.6774193548387097,62,1.6774193548387097,0.8186179058354529,0.0,0.0
2,8370,8,valence,stimulus_only,6.532258064516129,0.8064516129032258,6.532258064516129,1.467741935483871,62,6.532258064516129,1.4670327957224698,0.8064516129032258,0.4913274484505222
2,Dog_6,9,valence,stimulus_only,7.758064516129032,0.9838709677419356,7.758064516129032,1.241935483870968,62,7.758064516129032,1.173435593721216,0.9838709677419355,0.08256493803586591
2,9220,1,valence,stimulus_only,2.564516129032258,0.0,2.564516129032258,-1.564516129032258,62,2.564516129032258,1.2523650882454298,0.0,0.0
2,Lake_12,7,valence,stimulus_only,7.435483870967742,0.967741935483871,7.435483870967742,-0.435483870967742,62,7.435483870967742,1.3028624533389932,0.967741935483871,0.1425058673927377
2,2314,7,valence,stimulus_only,7.17741935483871,0.8709677419354839,7.17741935483871,-0.1774193548387099,62,7.17741935483871,1.338320969607032,0.8709677419354839,0.38454291975622856
2,1750,6,valence,stimulus_only,7.17741935483871,0.935483870967742,7.17741935483871,-1.17741935483871,62,7.17741935483871,1.2381593199426615,0.9354838709677419,0.2392170938165129
2,8492,5,valence,stimulus_only,6.693548387096774,0.8225806451612904,6.693548387096774,-1.693548387096774,62,6.693548387096774,1.3629748024724515,0.8225806451612904,0.4674576871463384
2,1441,8,valence,stimulus_only,7.516129032258065,0.9516129032258064,7.516129032258065,0.483870967741935,62,7.516129032258065,1.1742112724645997,0.9516129032258065,0.19373848090893372
2,Flowers_6,6,valence,stimulus_only,6.741935483870968,0.7741935483870968,6.741935483870968,-0.741935483870968,62,6.741935483870968,1.367072264543038,0.7741935483870968,0.5341593666871499
2,Yarn_1,9,valence,stimulus_only,5.274193548387097,0.2258064516129032,5.274193548387097,3.725806451612903,62,5.274193548387097,1.309633719277285,0.22580645161290322,0.5341593666871499
2,9331,2,valence,stimulus_only,3.870967741935484,0.0967741935483871,3.870967741935484,-1.870967741935484,62,3.870967741935484,1.2505981919342017,0.0967741935483871,0.3179367802622418
2,Beach_1,7,valence,stimulus_only,7.645161290322581,0.935483870967742,7.645161290322581,-0.645161290322581,62,7.645161290322581,1.283854757556929,0.9354838709677419,0.2392170938165129
2,2491,4,valence,stimulus_only,4.741935483870968,0.1935483870967742,4.741935483870968,-0.741935483870968,62,4.741935483870968,1.0766657592437827,0.1935483870967742,0.4913274484505221
2,9360,4,valence,stimulus_only,4.161290322580645,0.0806451612903225,4.161290322580645,-0.161290322580645,62,4.161290322580645,1.3701135859093745,0.08064516129032258,0.28034225877509383
2,Lake_3,5,valence,stimulus_only,6.209677419354839,0.6612903225806451,6.209677419354839,-1.209677419354839,62,6.209677419354839,1.6078145533229917,0.6612903225806451,0.6401759023504383
