method,subject_id,n_high,zero_rmse_high,model_rmse_high,improvement_zero_minus_model,pearson_high,sign_acc_high
gaussian_0p10,42,13,3.7703985447014237,3.8669855385330854,-0.0965869938316617,-0.01771680666875914,0.38461538461538464
gaussian_0p10,43,8,2.7728189081957244,2.9886201640981294,-0.21580125590240495,-0.21404373275390873,0.5
gaussian_0p10,44,11,3.7598372030431118,3.7475212532330078,0.012315949810103977,0.2313448198252282,0.5454545454545454
gaussian_0p10,45,4,3.252807748193333,3.1871798405765195,0.06562790761681336,0.6202812318026041,0.75
gaussian_0p10,46,9,3.306318033973254,3.4051239422644186,-0.09880590829116453,-0.2148890473173111,0.5555555555555556
gaussian_0p10,47,13,3.514752174156144,3.592253639965041,-0.07750146580889705,-0.3565488916263345,0.3076923076923077
gaussian_0p10,48,4,2.62641934054169,2.6791570599501506,-0.05273771940846084,0.7196508540569979,0.5
gaussian_0p10,49,12,3.4141517206330305,3.55025113185395,-0.1360994112209193,0.01635683925590324,0.4166666666666667
gaussian_0p10,50,2,2.64666552888586,2.6285615898671875,0.018103939018672577,,0.5
gaussian_0p10,52,8,3.3400156669033287,3.089936182210488,0.2500794846928409,0.5402685031492513,0.625
gaussian_0p10,53,1,2.377049207687378,3.472865343093872,-1.0958161354064941,,0.0
gaussian_0p10,54,8,2.6356379123645506,2.91720059246912,-0.2815626801045692,-0.23597665052333147,0.5
gaussian_0p10,55,15,3.12940481242338,3.010000322570461,0.1194044898529194,-0.019834925445677495,0.6
gaussian_0p10,56,4,2.402450486232776,2.788645873379601,-0.3861953871468251,0.5439168301434798,0.0
gaussian_0p10,57,9,3.4503296915542174,3.1616633839115367,0.28866630764268075,0.724889155906447,0.7777777777777778
gaussian_0p10,58,5,2.9065717372204674,2.423990264769646,0.4825814724508213,0.20317867455759167,1.0
gaussian_0p10,59,9,3.5042536444553303,3.7393909784611985,-0.23513733400586823,-0.10188388316310254,0.1111111111111111
gaussian_0p10,60,13,3.3669365969280096,3.339952153985787,0.026984442942222575,0.10878442711025037,0.6153846153846154
gaussian_0p10,61,6,3.0713979227158714,2.747051941484107,0.3243459812317644,-0.28985158615841183,1.0
gaussian_0p10,62,8,3.480524144031026,3.429846634009805,0.05067751002122112,0.23376055582364644,0.5
gaussian_0p10,63,10,3.305996959722062,3.463346424959783,-0.15734946523772075,-0.22236919980288536,0.5
gaussian_0p10,64,2,3.739304341946527,3.78114138730429,-0.041837045357763,,0.5
gaussian_0p10,65,10,2.7822382219404465,2.7261028883174383,0.056135333623008155,-0.7362073586032528,0.7
none_noaug_control,1,9,3.0402310991603514,3.047679630852867,-0.00744853169251547,0.1413331080203181,0.5555555555555556
none_noaug_control,2,15,3.676105404383153,4.138759906335822,-0.4626545019526689,-0.17683227118557532,0.3333333333333333
none_noaug_control,3,6,3.0784190512442287,2.0856339496087113,0.9927851016355174,0.6561051524362356,1.0
none_noaug_control,5,8,2.9168179622526837,2.269266503867525,0.6475514583851587,-0.6745435316685274,1.0
none_noaug_control,6,23,4.323165902373108,3.862898559342043,0.4602673430310653,0.18183893887661506,1.0
none_noaug_control,7,7,2.6604029788570656,3.0171499985253387,-0.35674701966827316,0.23558445149842522,0.0
none_noaug_control,8,10,2.7860654738747637,2.580709451293244,0.20535602258151986,0.4441012674758974,0.8
none_noaug_control,9,10,3.562978183755555,3.667685413241961,-0.1047072294864062,-0.08906340063348214,0.2
none_noaug_control,10,6,2.9146001315728727,2.977775896201348,-0.0631757646284754,-0.30893034842218337,0.5
none_noaug_control,11,9,3.2769074888207648,3.745537082871831,-0.4686295940510661,-0.5114148829329626,0.2222222222222222
none_noaug_control,12,3,2.2916641715743884,2.3041994459057316,-0.01253527433134316,-0.24701326636658397,0.3333333333333333
none_noaug_control,13,13,3.3811572686269438,3.2245447495935937,0.15661251903335005,-0.3064414727283844,0.9230769230769231
none_noaug_control,14,7,2.8113405305598347,2.655523715064838,0.1558168154949966,-0.6804866705532383,0.8571428571428571
none_noaug_control,15,5,3.0089626751669365,2.989063485632605,0.019899189534331452,0.12576112937974102,0.6
none_noaug_control,16,3,2.973215019232652,2.420754418185721,0.5524606010469313,0.7608423428671243,0.6666666666666666
none_noaug_control,17,5,2.6388758409210604,2.3165091659289287,0.3223666749921317,0.2755398562160205,0.8
none_noaug_control,18,12,3.2231115942329307,3.0582711605876938,0.16484043364523693,0.2754439939079062,0.75
none_noaug_control,19,9,3.1255444936516277,3.184963310312055,-0.059418816660427254,-0.020668734831749472,0.3333333333333333
none_noaug_control,20,6,2.984026870907779,2.864933378495603,0.11909349241217582,-0.1745282593125721,0.6666666666666666
none_noaug_control,21,4,3.2120795798002044,2.5776414313424536,0.6344381484577508,0.6887379261573904,0.75
none_noaug_control,22,12,3.1083663742697603,3.244810028010272,-0.13644365374051182,-0.2626982467399927,0.3333333333333333
none_noaug_control,23,4,2.6189903952513975,2.664736776364065,-0.04574638111266749,0.4047243346733233,0.5
none_noaug_control,24,3,2.329369266170047,2.257689303443334,0.07167996272671306,-0.020965483969809563,0.6666666666666666
none_noaug_control,25,9,3.5642576529999963,3.6611299544795353,-0.09687230147953896,-0.4312576112461499,0.3333333333333333
none_noaug_control,26,11,2.9575845326180645,2.880074686165043,0.0775098464530215,-0.4252484432849824,0.6363636363636364
none_noaug_control,27,6,2.855840866672471,2.4172949823829932,0.4385458842894776,0.8778772640377542,1.0
none_noaug_control,28,9,2.810363962102163,2.456054571615025,0.35430939048713794,0.007352984223342611,1.0
none_noaug_control,29,5,2.64114588391102,2.7114968837778073,-0.0703509998667875,-0.47257863971437736,0.4
none_noaug_control,30,1,2.426229476928711,2.282268390059471,0.1439610868692398,,1.0
none_noaug_control,31,13,3.3125739826208096,3.2861199361559077,0.026454046464901904,-0.2579908644534123,0.6923076923076923
none_noaug_control,32,2,2.4178521630474767,2.5276217908682503,-0.1097696278207736,,0.5
none_noaug_control,33,5,2.9884125408874294,2.915385481076275,0.07302705981115443,-0.006664904703760005,0.6
none_noaug_control,34,3,2.3085476450382987,2.0597687506207123,0.24877889441758638,0.6046745217966083,0.6666666666666666
none_noaug_control,35,5,3.060107391024241,3.34979863432338,-0.289691243299139,-0.850814989924701,0.0
none_noaug_control,36,5,2.745644719630628,2.839014446646622,-0.09336972701599411,-0.3374782319055467,0.2
none_noaug_control,37,4,3.120594154358899,3.076073174784597,0.04452097957430201,0.4627340050695353,0.75
none_noaug_control,38,5,2.6890243993052745,2.467735745847042,0.22128865345823234,0.8489661627519949,0.6
none_noaug_control,39,10,3.0536191906636514,3.061802266933991,-0.008183076270339651,-0.37834537598850176,0.6
none_noaug_control,40,16,3.865262544374532,4.404926986573641,-0.539664442199109,-0.25971407667606455,0.4375
none_noaug_control,41,13,3.6325840602139525,3.5224937782737187,0.11009028194023385,-0.021048133399896134,0.6153846153846154
none_noaug_control,42,13,3.7703985447014237,3.8679746460461164,-0.09757610134469274,-0.02419844043558076,0.38461538461538464
none_noaug_control,43,8,2.7728189081957244,2.950809472493167,-0.17799056429744242,-0.37269546003092696,0.25
none_noaug_control,44,11,3.7598372030431118,3.7482675317252205,0.011569671317891217,0.2268658760766141,0.5454545454545454
none_noaug_control,45,4,3.252807748193333,3.188021624933963,0.06478612325937005,0.610279644537182,0.75
none_noaug_control,46,9,3.306318033973254,3.316046401589267,-0.0097283676160127,-0.08761598137480006,0.6666666666666666
none_noaug_control,47,13,3.514752174156144,3.7059602321570173,-0.19120805800087348,-0.5642981934473886,0.23076923076923078
none_noaug_control,48,4,2.62641934054169,2.597931065761231,0.028488274780458678,0.7622782882826751,0.5
none_noaug_control,49,12,3.4141517206330305,3.611948846894511,-0.19779712626148038,-0.4295304182231927,0.4166666666666667
none_noaug_control,50,2,2.64666552888586,1.7171263473993033,0.9295391814865568,,1.0
none_noaug_control,52,8,3.3400156669033287,3.2536168257811093,0.0863988411222194,0.2751458385593924,0.625
none_noaug_control,53,1,2.377049207687378,2.7922272384166718,-0.4151780307292938,,0.0
none_noaug_control,54,8,2.6356379123645506,2.7488616211494152,-0.11322370878486465,-0.7216337323933482,0.25
none_noaug_control,55,15,3.12940481242338,3.7077106403454665,-0.5783058279220863,-0.05708473207977698,0.13333333333333333
none_noaug_control,56,4,2.402450486232776,2.786244318396757,-0.3837938321639811,0.568730191363975,0.0
none_noaug_control,57,9,3.4503296915542174,3.452426034461625,-0.002096342907407678,-0.20278499437968275,0.4444444444444444
none_noaug_control,58,5,2.9065717372204674,2.0750099920580336,0.8315617451624338,0.6019200939268239,0.8
none_noaug_control,59,9,3.5042536444553303,3.8312384582118177,-0.32698481375648747,0.04264447857397917,0.1111111111111111
none_noaug_control,60,13,3.3669365969280096,2.9843776835156035,0.3825589134124061,0.005870138550939289,0.6923076923076923
none_noaug_control,61,6,3.0713979227158714,2.928229361101422,0.14316856161444935,-0.5516586891758113,0.8333333333333334
none_noaug_control,62,8,3.480524144031026,3.429357193543617,0.051166950487409046,0.23786079355954542,0.5
none_noaug_control,63,10,3.305996959722062,3.3178160427543477,-0.011819083032285516,-0.009512392338190321,0.5
none_noaug_control,64,2,3.739304341946527,3.817625609037025,-0.07832126709049803,,0.5
none_noaug_control,65,10,2.7822382219404465,2.63878885403098,0.14344936790946639,-0.4576610386163186,0.8
